Morbi a ipsum. Integer a nibh.	40.40122124	-111.51514675	2017-12-02 17:12:39	
Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	40.09549912	-112.34736935	2018-09-10 11:14:34	swamp,lake,huge,garden
Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.	40.76123804	-111.5825795	2018-01-07 11:36:43	brown,night,sad
Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.	40.8028704	-112.22925795	2018-04-02 09:57:55	fish,huge,frightening,night,garden
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.	40.40248448	-112.16485735	2018-04-15 03:40:43	river
	40.04494224	-112.38579785	2018-06-12 12:06:06	pine-forest,black,8-toes
Donec semper sapien a libero. Nam dui.	40.7549412	-112.30795305	2018-03-29 23:55:19	frightening,brown,night,foothills,green,lake
Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.	40.5803712	-112.29167085	2018-02-21 14:43:05	brown
In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.	40.54485308	-111.46780935	2018-03-03 19:20:15	night,green,8-toes,black,huge,brown
Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.	40.06175024	-112.2861131	2018-03-21 09:15:16	night,morning
Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.	40.6985838	-111.4177324	2017-12-23 02:07:44	pine-forest,river,brown,sad
Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.	40.06297256	-111.75975155	2018-09-07 07:35:53	black,green
Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	40.74097956	-111.5025479	2018-01-16 13:00:14	black,furry,bushes,night
Sed sagittis.	40.04990236	-111.8677721	2018-02-10 03:19:01	mountains,red
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	40.79809772	-111.89411545	2018-01-04 02:42:46	brown,garden,night,pine-forest,river
Suspendisse potenti. Cras in purus eu magna vulputate luctus.	40.11474296	-111.544503	2018-06-19 07:58:48	bushes,huge
Morbi a ipsum.	40.53676192	-112.2864838	2018-03-11 23:14:52	
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	40.79549424	-112.1410836	2018-02-28 14:06:00	pine-forest,brown,bushes
Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.	40.46832564	-112.39335155	2018-02-12 04:15:00	sad,bushes,black,night
Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.	40.5855302	-111.4833914	2018-07-07 06:15:06	garden,river,lake
Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.	40.26393244	-111.5784292	2018-06-16 22:25:16	swamp,brown,pine-forest,river,morning
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	40.362019	-112.0581887	2018-03-19 16:37:35	night,black,river,pine-forest,huge,furry
Quisque id justo sit amet sapien dignissim vestibulum.	40.25181528	-111.8739728	2018-07-17 05:07:29	pine-forest,brown,swamp,mountains,hills
	40.65774784	-111.3709549	2018-03-27 09:08:45	pine-forest,black
Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	40.16951196	-111.64971855	2017-11-13 00:52:09	8-toes,hills,morning,brown
	40.58680488	-111.9625712	2017-10-11 17:06:55	frightening,black,sad
Suspendisse potenti. Nullam porttitor lacus at turpis.	40.31931524	-111.54767265	2017-11-24 19:47:50	huge,pine-forest,bushes,furry,mountains
Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.	40.68444528	-111.3960503	2018-07-18 21:20:11	
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.	40.65434708	-111.8646569	2018-03-31 19:27:28	river,pine-forest,night,black
Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.	40.06918712	-111.6355346	2017-10-10 11:32:35	furry,brown,pine-forest,huge
Vivamus vel nulla eget eros elementum pellentesque.	40.62934496	-112.21724815	2018-05-11 09:00:57	8-toes,dark-brown,sad,black,brown,pine-forest
Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.	40.20775676	-112.041516	2018-09-05 07:52:32	swamp,hills,bushes,pine-forest,brown
Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.	40.010206	-112.34799085	2017-09-21 11:08:30	red,huge
Donec posuere metus vitae ipsum.	39.9981566	-112.21666625		garden,fish,night,swamp,sad,black
Donec dapibus.	40.65738704	-112.0511575	2018-06-01 14:09:57	brown,lake,morning,mountains
In sagittis dui vel nisl.	40.60905216	-111.94332835	2018-08-18 22:52:13	dark-brown,hills,huge,night
Aenean auctor gravida sem.	39.98916036	-111.51453075	2018-06-22 08:13:16	brown,red,foothills
Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.	40.56898972	-112.085252	2018-07-14 10:02:59	pine-forest,bushes,river,brown
Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.	40.46212648	-111.70574265	2017-11-28 01:30:17	lake,sad,garden
Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.	40.3770582	-111.6465159	2017-11-22 02:36:01	mountains,hills,black,brown,red,night
Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.	40.26180064	-112.0939827	2018-05-06 14:40:47	river,lake
Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.	40.51263892	-111.94460105	2018-05-10 18:50:36	8-toes,river,furry,huge,mountains
	40.74854448	-111.97587295	2018-06-03 01:51:59	mountains,lake
Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.	40.44986676	-112.2033095	2018-01-17 04:32:43	pine-forest,lake,black,sad,garden
In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	40.82392484	-112.36993475		sad,night,huge,8-toes
	40.40147512	-111.80814825	2018-05-14 19:17:32	night
Aenean sit amet justo. Morbi ut odio.	40.5201968	-112.2408998	2018-08-17 23:10:10	black,lake,green,mountains
Integer a nibh.	40.60200336	-112.3422417	2018-03-24 13:38:32	8-toes,huge
Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.	40.8518314	-112.28240995	2018-07-25 00:57:41	frightening,brown
	40.43203048	-111.5545735	2017-12-24 04:41:52	morning
In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.	40.4957108	-111.94107555	2018-08-20 05:30:52	frightening,brown,lake
Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.	40.80535024	-112.05156175	2018-05-27 04:08:54	pine-forest,garden
Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.	40.3696266	-111.7143375	2018-03-20 13:11:16	
Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	40.0373474	-111.7419343	2018-02-01 07:05:31	swamp,bushes,black,furry,huge,mountains
	40.1027468	-111.9199396	2018-01-22 00:53:06	black,furry
Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.	40.01404192	-112.190456	2018-05-08 06:20:35	
	39.98871156	-112.37075535	2017-12-05 11:26:16	brown,furry,huge
Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.	40.37737764	-112.31785085	2018-05-02 13:18:39	pine-forest,bushes,huge
	40.19211432	-111.8307252	2018-03-27 07:44:29	brown,huge,night,bushes
	40.38400096	-111.70324125	2018-04-23 00:36:57	mountains,lake,black
Praesent blandit lacinia erat.	40.24859272	-111.9909446	2018-01-10 08:22:43	brown
Etiam justo. Etiam pretium iaculis justo.	40.82176796	-112.2011524	2018-09-15 09:44:22	green,lake,furry
	40.5859394	-111.91532455	2018-08-23 21:23:55	sad,huge,lake,garden
Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	40.55679512	-111.4624144	2018-01-02 22:40:54	black,night,foothills,sad
	40.74860916	-111.88511085	2018-07-14 00:09:14	black,furry
Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.	40.82944948	-111.90534535	2018-03-10 00:41:25	fish,pine-forest,frightening
Pellentesque eget nunc.	40.81617996	-111.87186355	2018-07-31 08:55:23	river,furry,bushes,night,mountains
Nulla ut erat id mauris vulputate elementum.	40.1063614	-111.37447655	2017-11-27 15:14:03	bushes,fish
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	40.1603494	-112.088794	2018-01-24 11:46:59	brown,green
Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.	40.41070588	-112.33647	2018-06-07 19:45:47	
	40.7935116	-111.74914975	2018-04-30 05:18:21	huge
Nulla ut erat id mauris vulputate elementum. Nullam varius.	40.40783444	-112.30013645	2018-03-20 15:12:45	sad
Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	40.25321712	-112.1208084	2018-01-13 06:24:35	mountains,black,foothills,garden,brown,red
Ut tellus. Nulla ut erat id mauris vulputate elementum.	40.1324006	-111.61363085	2018-01-05 14:05:31	garden,dark-brown
Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	40.2597058	-112.41492915	2018-03-04 11:20:34	pine-forest,lake,sad
In hac habitasse platea dictumst.	40.77209108	-111.69721435	2018-03-24 14:39:19	river,frightening,8-toes
